chrom	start	end	peak_midpoint	nearest_gene_name	nearest_gene_id	nearest_gene_type	nearest_gene_strand	distance_to_tss
chr13	99679347	99679858	99679602	CLYBL-AS2	ENSG00000227659.1	lncRNA	-	-11368
chr13	99925916	99926871	99926393	ENSG00000286757	ENSG00000286757.4	lncRNA	-	-31265
chr13	100300192	100301171	100300681	ENSG00000287330	ENSG00000287330.1	lncRNA	-	-64277
chr13	102707413	102708070	102707741	METTL21C	ENSG00000139780.8	protein_coding	-	12698
chr13	102729390	102730289	102729839	CCDC168	ENSG00000175820.4	protein_coding	-	-29232
chr13	105083902	105084434	105084168	RPL7P45	ENSG00000225823.1	processed_pseudogene	+	269842
chr13	109783411	109784965	109784188	ENSG00000275741	ENSG00000275741.1	lncRNA	+	-1642
chr14	20179239	20179694	20179466	OR11G1P	ENSG00000258468.1	unprocessed_pseudogene	+	278
chr14	21091799	21093070	21092434	TMEM253	ENSG00000232070.9	protein_coding	+	-6376
chr14	22391847	22392303	22392075	ENSG00000259042	ENSG00000259042.3	lncRNA	+	-23286
chr14	22432376	22433073	22432724	TRDD1	ENSG00000223997.1	TR_D_gene	+	-5822
chr14	23306550	23307384	23306967	BCL2L2-PABPN1	ENSG00000258643.6	protein_coding	+	135
chr14	23576968	23577729	23577348	JPH4	ENSG00000092051.18	protein_coding	-	-1441
chr14	24310561	24312215	24311388	CIDEB	ENSG00000136305.12	protein_coding	-	-41
chr14	24431458	24432103	24431780	CBLN3	ENSG00000139899.11	protein_coding	-	827
chr14	28751463	28751823	28751643	FOXG1	ENSG00000176165.13	protein_coding	+	-12685
chr14	29217721	29218469	29218095	LINC02326	ENSG00000257523.3	lncRNA	-	153103
chr14	30214324	30214999	30214661	PRKD1	ENSG00000184304.17	protein_coding	-	22764
chr14	30389392	30390085	30389738	ENSG00000279032	ENSG00000279032.1	TEC	+	19631
chr14	31106511	31107329	31106920	RPL21P5	ENSG00000258640.3	processed_pseudogene	-	-5318
chr14	32835705	32836312	32836008	ENSG00000280281	ENSG00000280281.1	TEC	+	-43237
chr14	32894556	32895178	32894867	ENSG00000280281	ENSG00000280281.1	TEC	+	15622
chr14	32933588	32934878	32934233	NPAS3	ENSG00000151322.20	protein_coding	+	-162
chr14	33306837	33307227	33307032	ENSG00000287153	ENSG00000287153.1	lncRNA	-	-293956
chr14	33567299	33568095	33567697	ENSG00000287153	ENSG00000287153.1	lncRNA	-	-33291
chr14	33792672	33793507	33793089	ENSG00000287777	ENSG00000287777.1	lncRNA	-	110204
chr14	34212597	34212977	34212787	EGLN3-AS1	ENSG00000258897.1	lncRNA	+	172691
chr14	37594182	37595431	37594806	TTC6	ENSG00000139865.17	protein_coding	+	-822
chr14	37595423	37596447	37595935	FOXA1	ENSG00000129514.8	protein_coding	-	-123
chr14	41609832	41610326	41610079	LRFN5	ENSG00000165379.14	protein_coding	+	3204
chr14	48983336	48983737	48983536	ENSG00000258868	ENSG00000258868.1	lncRNA	-	-93968
chr14	52553830	52554166	52553998	GPR137C	ENSG00000180998.12	protein_coding	+	1163
chr14	53956488	53957115	53956801	BMP4	ENSG00000125378.16	protein_coding	-	-1959
chr14	54487798	54488138	54487968	GMFB	ENSG00000197045.14	protein_coding	-	-1056
chr14	56590490	56591102	56590796	ENSG00000258428	ENSG00000258428.5	lncRNA	-	-57861
chr14	56659950	56660347	56660148	ENSG00000258428	ENSG00000258428.5	lncRNA	-	11491
chr14	58330768	58331785	58331276	ARID4A	ENSG00000032219.19	protein_coding	+	32773
chr14	58488516	58488923	58488719	HSBP1P1	ENSG00000258650.1	processed_pseudogene	+	24749
chr14	58639926	58640286	58640106	DACT1	ENSG00000165617.16	protein_coding	+	6140
chr14	60649025	60650025	60649525	SIX1	ENSG00000126778.12	protein_coding	-	-8733
chr14	60721292	60722350	60721821	SIX4	ENSG00000100625.9	protein_coding	-	-2529
chr14	60722341	60724553	60723447	SIX4	ENSG00000100625.9	protein_coding	-	-903
chr14	61525239	61526088	61525663	ENSG00000258989	ENSG00000258989.1	protein_coding	+	-3464
chr14	63203940	63205070	63204505	RHOJ	ENSG00000126785.13	protein_coding	+	392
chr14	63864303	63864730	63864516	Y_RNA	ENSG00000202182.1	misc_RNA	-	16155
chr14	64196639	64197535	64197087	MIR548H1	ENSG00000221537.1	miRNA	-	101963
chr14	67815757	67816272	67816014	ZFYVE26	ENSG00000072121.17	protein_coding	-	-575
chr14	67816262	67817109	67816685	ZFYVE26	ENSG00000072121.17	protein_coding	-	96
chr14	68137693	68138115	68137904	ENSG00000258837	ENSG00000258837.1	lncRNA	-	7709
chr14	68139788	68140838	68140313	RN7SL706P	ENSG00000244677.3	misc_RNA	-	-9594
chr14	68143229	68144570	68143899	RN7SL706P	ENSG00000244677.3	misc_RNA	-	-6008
chr14	68377393	68377946	68377669	RPL7AP5	ENSG00000240210.3	processed_pseudogene	-	38142
chr14	68789368	68789747	68789557	ENSG00000289626	ENSG00000289626.1	lncRNA	-	-5692
chr14	69259223	69260862	69260042	ENSG00000258520	ENSG00000258520.1	lncRNA	-	-524
chr14	71588043	71588434	71588238	ENSG00000285612	ENSG00000285612.1	lncRNA	-	-2115
chr14	74482897	74483709	74483303	RAP1AP	ENSG00000258769.1	processed_pseudogene	+	319
chr14	74493942	74494306	74494124	NPC2	ENSG00000119655.11	protein_coding	-	-52
chr14	75046812	75047421	75047116	MLH3	ENSG00000119684.16	protein_coding	-	-4415
chr14	75258585	75259828	75259206	ENSG00000258820	ENSG00000258820.5	lncRNA	+	-204
chr14	75278212	75279192	75278702	FOS	ENSG00000170345.10	protein_coding	+	-123
chr14	75279219	75279763	75279491	FOS	ENSG00000170345.10	protein_coding	+	666
chr14	77027137	77029115	77028126	ENSG00000273729	ENSG00000273729.1	lncRNA	+	41
chr14	77038939	77039244	77039091	ENSG00000289347	ENSG00000289347.1	lncRNA	-	349
chr14	77040039	77041175	77040607	LINC02288	ENSG00000246548.3	lncRNA	+	-456
chr14	77043239	77043741	77043490	LINC02288	ENSG00000246548.3	lncRNA	+	2427
chr14	77098854	77099242	77099048	ENSG00000259164	ENSG00000259164.1	protein_coding	+	738
chr14	82567647	82568260	82567953	LINC02301	ENSG00000258743.8	lncRNA	+	-74646
chr14	83975368	83976448	83975908	LINC02305	ENSG00000258532.2	lncRNA	-	60532
chr14	85471694	85472164	85471929	ENSG00000258945	ENSG00000258945.2	lncRNA	+	-44601
chr14	89720646	89721324	89720985	RN7SKP255	ENSG00000200312.1	misc_RNA	+	8475
chr14	89912547	89913279	89912913	RAB42P1	ENSG00000230997.5	processed_pseudogene	+	20786
chr14	97267228	97267894	97267561	ENSG00000285584	ENSG00000285584.4	lncRNA	+	87040
chr14	100726492	100727412	100726952	DLK1	ENSG00000185559.16	protein_coding	+	1248
chr14	100825729	100826361	100826045	ENSG00000274884	ENSG00000274884.1	misc_RNA	+	-238
chr14	100842740	100843161	100842950	MIR493HG	ENSG00000258399.8	lncRNA	+	6682
chr14	101809485	101810560	101810022	ENSG00000259088	ENSG00000259088.1	lncRNA	-	-298
chr14	102209095	102209972	102209533	HSP90AA1	ENSG00000080824.19	protein_coding	-	69835
chr15	23686423	23687543	23686983	NDN	ENSG00000182636.8	protein_coding	-	-321
chr15	28191815	28192277	28192046	OCA2	ENSG00000104044.16	protein_coding	-	92732
chr15	29870334	29871297	29870815	ENSG00000259523	ENSG00000259523.1	lncRNA	+	48185
chr15	35163477	35164310	35163893	ENSG00000259336	ENSG00000259336.1	lncRNA	-	-5804
chr15	35168320	35168994	35168657	ENSG00000259336	ENSG00000259336.1	lncRNA	-	-1040
chr15	35293196	35294116	35293656	RBM17P4	ENSG00000259585.2	processed_pseudogene	-	-5783
chr15	35750972	35752136	35751554	ENSG00000259217	ENSG00000259217.2	unprocessed_pseudogene	+	-23246
chr15	36356910	36358093	36357501	ENSG00000259395	ENSG00000259395.1	lncRNA	+	15763
chr15	36778505	36778908	36778706	CSNK1A1P1	ENSG00000223518.5	transcribed_processed_pseudogene	-	-39752
chr15	36951693	36952363	36952028	MIR8063	ENSG00000277202.1	miRNA	-	-20872
chr15	37079600	37080114	37079857	ENSG00000259460	ENSG00000259460.1	lncRNA	+	-19481
chr15	38069075	38069410	38069242	LINC01852	ENSG00000236914.4	lncRNA	-	-3747
chr15	38129372	38130473	38129922	LINC01852	ENSG00000236914.4	lncRNA	-	56933
chr15	38254595	38254903	38254749	SPRED1	ENSG00000166068.13	protein_coding	+	1914
chr15	38531053	38531885	38531469	ENSG00000259598	ENSG00000259598.1	lncRNA	+	7400
chr15	39429892	39430373	39430132	ENSG00000259345	ENSG00000259345.7	lncRNA	-	2938
chr15	40098488	40099230	40098859	BMF-AS1	ENSG00000259409.1	lncRNA	+	10028
chr15	40108047	40109621	40108834	BMF	ENSG00000104081.14	protein_coding	-	-57
chr15	40251404	40251777	40251590	PAK6-AS1	ENSG00000176753.5	lncRNA	-	-1378
chr15	40281938	40283187	40282562	ANKRD63	ENSG00000230778.2	protein_coding	-	-501
chr15	40320905	40321251	40321078	INAFM2	ENSG00000259330.3	protein_coding	+	-2613
chr15	40366794	40367360	40367077	ENSG00000259368	ENSG00000259368.1	lncRNA	-	-2562
chr15	40367694	40368606	40368150	ENSG00000259368	ENSG00000259368.1	lncRNA	-	-1489
chr15	40440579	40441594	40441086	BAHD1	ENSG00000140320.12	protein_coding	+	1366
chr15	40906003	40906826	40906414	ENSG00000251161	ENSG00000251161.4	lncRNA	+	-396
chr15	40928835	40930067	40929451	DLL4	ENSG00000128917.8	protein_coding	+	112
chr15	41233326	41233926	41233626	CHP1	ENSG00000187446.12	protein_coding	+	2788
chr15	41523110	41523475	41523292	LTK	ENSG00000062524.16	protein_coding	-	9406
chr15	41695996	41696463	41696229	MIR626	ENSG00000207766.1	miRNA	+	4645
chr15	44015454	44016179	44015816	ACTBP7	ENSG00000185607.5	processed_pseudogene	-	25633
chr15	44033875	44034319	44034097	GAPDHP55	ENSG00000224055.1	processed_pseudogene	+	-29413
chr15	44583693	44584540	44584116	ENSG00000259659	ENSG00000259659.1	lncRNA	+	26288
chr15	47772418	47773089	47772753	ENSG00000259754	ENSG00000259754.2	lncRNA	+	-39975
chr15	51097509	51098398	51097953	TNFAIP8L3	ENSG00000183578.8	protein_coding	-	-7322
chr15	52790171	52790777	52790474	ONECUT1	ENSG00000169856.9	protein_coding	-	-603
chr15	55917668	55918265	55917966	NEDD4	ENSG00000069869.17	protein_coding	-	-75693
chr15	57861831	57862429	57862130	ENSG00000259477	ENSG00000259477.1	processed_pseudogene	-	-118515
chr15	58932020	58932389	58932204	SLTM	ENSG00000137776.17	protein_coding	-	-1474
chr15	59232418	59232899	59232658	RNU4-80P	ENSG00000200070.1	snRNA	-	19871
chr15	64507079	64508055	64507567	GAPDHP61	ENSG00000248415.1	processed_pseudogene	-	-22103
chr15	65077651	65078457	65078054	KBTBD13	ENSG00000234438.5	protein_coding	+	1309
chr15	70097233	70098208	70097720	TLE3	ENSG00000140332.18	protein_coding	-	-455
chr15	71630103	71630472	71630287	ENSG00000278408	ENSG00000278408.1	lncRNA	-	80456
chr15	74134407	74134778	74134592	ENSG00000248540	ENSG00000248540.3	lncRNA	-	5252
chr15	74723945	74724324	74724134	CYP1A1	ENSG00000140465.15	protein_coding	-	-1401
chr15	74956069	74957572	74956820	RPP25	ENSG00000178718.7	protein_coding	-	49
chr15	75451542	75452373	75451957	ENSG00000276744	ENSG00000276744.1	lncRNA	-	-1989
chr15	75453820	75454890	75454355	ENSG00000276744	ENSG00000276744.1	lncRNA	-	409
chr15	75455484	75456002	75455743	SIN3A	ENSG00000169375.17	protein_coding	-	-98
chr15	76107913	76108528	76108220	TMEM266	ENSG00000169758.13	protein_coding	+	48263
chr15	77419199	77421377	77420288	HMG20A	ENSG00000140382.15	protein_coding	+	-123
chr15	77634428	77634769	77634598	LINGO1-AS1	ENSG00000259666.3	lncRNA	+	-7165
chr15	78212573	78212962	78212767	ACSBG1	ENSG00000103740.10	protein_coding	-	-32920
chr15	79394212	79394576	79394394	ENSG00000289561	ENSG00000289561.2	lncRNA	-	21801
chr15	80072254	80072932	80072593	ZFAND6	ENSG00000086666.19	protein_coding	+	13026
chr15	81296642	81297132	81296887	ENSG00000271725	ENSG00000271725.1	lncRNA	-	-12503
chr15	83559334	83559737	83559535	ADAMTSL3	ENSG00000156218.13	protein_coding	+	-94552
chr15	83845206	83845689	83845447	RNU6-1339P	ENSG00000200444.1	snRNA	-	20495
chr15	84752708	84753078	84752893	ENSG00000259415	ENSG00000259415.1	lncRNA	+	-228
chr15	85580266	85580712	85580489	ENSG00000259375	ENSG00000259375.1	lncRNA	-	312
chr15	85941307	85941944	85941625	ENSG00000259608	ENSG00000259608.1	processed_pseudogene	-	-17345
chr15	86159381	86160024	86159702	ENSG00000200206	ENSG00000200206.1	snoRNA	-	-13567
chr15	86165132	86165666	86165399	ENSG00000200206	ENSG00000200206.1	snoRNA	-	-7870
chr15	86231981	86232701	86232341	ENSG00000200206	ENSG00000200206.1	snoRNA	-	59072
chr15	88394573	88395000	88394786	MRPL46	ENSG00000259494.2	protein_coding	-	-72603
chr15	88528916	88529644	88529280	ENSG00000173867	ENSG00000173867.10	protein_coding	-	-17304
chr15	89088979	89089374	89089176	ENSG00000261407	ENSG00000261407.2	lncRNA	-	800
chr15	89361497	89362104	89361800	MIR9-3HG	ENSG00000255571.10	lncRNA	+	222
chr15	90074032	90074480	90074256	U7	ENSG00000276376.1	snRNA	+	-2167
chr15	90593431	90593858	90593644	ENSG00000259212	ENSG00000259212.1	lncRNA	-	-2802
chr15	90934294	90934630	90934462	HDDC3	ENSG00000184508.12	protein_coding	-	-733
chr15	91712145	91712881	91712513	THRAP3P2	ENSG00000259057.1	processed_pseudogene	-	-31441
chr15	92900057	92900714	92900385	MIR3175	ENSG00000284324.1	miRNA	+	-4013
chr15	96321716	96322980	96322348	NR2F2	ENSG00000185551.15	protein_coding	+	-3589
chr15	96326547	96327606	96327076	NR2F2-AS1	ENSG00000247809.11	lncRNA	-	-284
chr15	96330136	96331165	96330650	MIR1469	ENSG00000283888.1	miRNA	+	-2610
chr15	96332099	96332609	96332354	MIR1469	ENSG00000283888.1	miRNA	+	-906
chr15	96345499	96346475	96345987	ENSG00000275322	ENSG00000275322.1	lncRNA	+	3035
chr15	96354244	96354901	96354572	ENSG00000259275	ENSG00000259275.5	lncRNA	+	336
chr15	96474155	96475077	96474616	RN7SKP254	ENSG00000222617.1	misc_RNA	+	-11965
chr15	96892921	96893673	96893297	RN7SKP181	ENSG00000223120.1	misc_RNA	+	51229
chr15	97235296	97235941	97235618	LINC02253	ENSG00000259485.2	lncRNA	+	19807
chr15	99536532	99537154	99536843	RPL7P5	ENSG00000241562.2	processed_pseudogene	-	-15273
chr15	100601668	100603309	100602488	ASB7	ENSG00000183475.13	protein_coding	+	-100
chr16	2110635	2111481	2111058	ENSG00000261240	ENSG00000261240.1	lncRNA	+	-1276
chr16	2767073	2768558	2767815	ELOB	ENSG00000103363.16	protein_coding	-	-9473
chr16	3020745	3021736	3021240	CLDN6	ENSG00000184697.7	protein_coding	-	1170
chr16	3021755	3022229	3021992	CLDN6	ENSG00000184697.7	protein_coding	-	1922
chr16	3879881	3880298	3880089	CREBBP	ENSG00000005339.15	protein_coding	-	-623
chr16	4271103	4271526	4271314	TFAP4	ENSG00000090447.12	protein_coding	-	-1760
chr16	4271521	4272510	4272015	TFAP4	ENSG00000090447.12	protein_coding	-	-1059
chr16	4272502	4274208	4273355	TFAP4	ENSG00000090447.12	protein_coding	-	281
chr16	20114354	20114770	20114562	GPR139	ENSG00000180269.8	protein_coding	-	40673
chr16	20866153	20866716	20866434	LYRM1	ENSG00000102897.10	protein_coding	+	-33433
chr16	25014121	25014474	25014297	ARHGAP17	ENSG00000140750.17	protein_coding	-	-1368
chr16	29805122	29806441	29805781	MAZ	ENSG00000103495.15	protein_coding	+	-324
chr16	29973326	29974592	29973959	TAOK2	ENSG00000149930.18	protein_coding	+	92
chr16	30922074	30923657	30922865	FBXL19	ENSG00000099364.18	protein_coding	+	-189
chr16	30956922	30958528	30957725	SETD1A	ENSG00000099381.20	protein_coding	+	432
chr16	31072954	31074011	31073482	ZNF668	ENSG00000167394.13	protein_coding	-	-757
chr16	49856651	49857430	49857040	ZNF423	ENSG00000102935.12	protein_coding	-	-878
chr16	51408270	51408706	51408488	ENSG00000260850	ENSG00000260850.4	lncRNA	-	-116684
chr16	51982188	51983089	51982638	LINC02911	ENSG00000261190.5	lncRNA	-	-95835
chr16	53085356	53086105	53085730	CHD9	ENSG00000177200.18	protein_coding	+	30740
chr16	53090808	53091556	53091182	CHD9	ENSG00000177200.18	protein_coding	+	36192
chr16	53091590	53092273	53091931	CHD9	ENSG00000177200.18	protein_coding	+	36941
chr16	53207739	53208830	53208284	ENSG00000280227	ENSG00000280227.1	TEC	+	-18861
chr16	53713431	53715347	53714389	RPGRIP1L	ENSG00000103494.16	protein_coding	-	10452
chr16	53744452	53745623	53745037	RPGRIP1L	ENSG00000103494.16	protein_coding	-	41100
chr16	53761892	53762692	53762292	RPGRIP1L	ENSG00000103494.16	protein_coding	-	58355
chr16	53892064	53893083	53892573	ENSG00000261630	ENSG00000261630.1	lncRNA	-	-89338
chr16	61926494	61927375	61926934	CDH8-AS1	ENSG00000260115.1	lncRNA	+	8614
chr16	62543422	62544131	62543776	ENSG00000231589	ENSG00000231589.1	lncRNA	+	-52595
chr16	63889905	63890464	63890184	ENSG00000261653	ENSG00000261653.1	lncRNA	+	-45593
chr16	65660384	65660813	65660598	ENSG00000260004	ENSG00000260004.1	lncRNA	-	58901
chr16	65782715	65783333	65783024	ENSG00000260695	ENSG00000260695.1	lncRNA	-	-80759
chr16	66159841	66160368	66160104	RNA5SP428	ENSG00000201999.1	rRNA_pseudogene	+	-141704
chr16	66842777	66843312	66843044	CA7	ENSG00000168748.14	protein_coding	+	-1369
chr16	66923213	66923714	66923463	RRAD	ENSG00000166592.13	protein_coding	-	-2071
chr16	67155260	67155773	67155516	TRADD	ENSG00000102871.16	protein_coding	-	-4392
chr16	67183342	67184855	67184098	MATCAP1	ENSG00000196123.13	protein_coding	-	59
chr16	67191828	67193228	67192528	E2F4	ENSG00000205250.9	protein_coding	+	374
chr16	67284748	67285293	67285020	PLEKHG4	ENSG00000196155.13	protein_coding	+	7511
chr16	67286412	67286863	67286637	PLEKHG4	ENSG00000196155.13	protein_coding	+	9128
chr16	67666067	67668340	67667203	ENKD1	ENSG00000124074.12	protein_coding	-	-61
chr16	67841754	67842900	67842327	THAP11	ENSG00000168286.3	protein_coding	+	8
chr16	67872598	67873885	67873241	EDC4	ENSG00000038358.15	protein_coding	+	190
chr16	67881501	67882202	67881851	ENSG00000263126	ENSG00000263126.1	lncRNA	+	-609
chr16	67882206	67882735	67882470	ENSG00000263126	ENSG00000263126.1	lncRNA	+	10
chr16	67943465	67944599	67944032	LCAT	ENSG00000213398.8	protein_coding	-	-98
chr16	68022312	68023931	68023121	DDX28	ENSG00000182810.7	protein_coding	-	-110
chr16	69186536	69188490	69187513	SNTB2	ENSG00000168807.17	protein_coding	+	367
chr16	69691864	69692525	69692194	ENSG00000260772	ENSG00000260772.1	lncRNA	+	-10870
chr16	69840057	69840447	69840252	SNORA62	ENSG00000252443.1	snoRNA	-	54140
chr16	70438507	70439726	70439116	ST3GAL2	ENSG00000157350.13	protein_coding	-	-120
chr16	70750913	70751545	70751229	VAC14-AS1	ENSG00000214353.8	lncRNA	+	-3805
chr16	71358450	71359057	71358753	CALB2	ENSG00000172137.19	protein_coding	+	41
chr16	72241707	72242349	72242028	ENSG00000261673	ENSG00000261673.1	lncRNA	-	16885
chr16	72787157	72788722	72787939	ENSG00000279206	ENSG00000279206.1	lncRNA	+	15267
chr16	73350739	73351760	73351249	LINC01568	ENSG00000258779.8	lncRNA	+	-35521
chr16	75305218	75306014	75305616	RNU6-758P	ENSG00000252101.2	snRNA	-	18817
chr16	77898740	77899252	77898996	PPIAP50	ENSG00000261330.1	processed_pseudogene	+	6575
chr16	81223253	81223896	81223574	PKD1L2	ENSG00000166473.19	protein_coding	-	3205
chr16	81446011	81446903	81446457	CMIP	ENSG00000153815.18	protein_coding	+	1650
chr16	88437207	88438088	88437647	ZFPM1	ENSG00000179588.9	protein_coding	+	-15632
chr17	1422519	1423394	1422956	ENSG00000262777	ENSG00000262777.1	lncRNA	+	-1516
chr17	1714621	1715786	1715203	MIR22	ENSG00000283824.1	miRNA	-	1217
chr17	1789953	1790392	1790172	SERPINF1	ENSG00000132386.11	protein_coding	+	28144
chr17	2023617	2024714	2024165	ENSG00000262869	ENSG00000262869.1	lncRNA	-	502
chr17	2024767	2025989	2025378	RTN4RL1	ENSG00000185924.7	protein_coding	-	45
chr17	2138292	2138798	2138545	MCUR1P1	ENSG00000262402.1	processed_pseudogene	-	10642
chr17	2174466	2175275	2174870	RN7SL624P	ENSG00000265777.2	misc_RNA	+	-24891
chr17	2179046	2180223	2179634	RN7SL624P	ENSG00000265777.2	misc_RNA	+	-20127
chr17	2215507	2216174	2215840	ENSG00000236457	ENSG00000236457.1	lncRNA	-	-174
chr17	2239813	2240468	2240140	SMG6-IT1	ENSG00000278941.1	TEC	-	4055
chr17	2244475	2245135	2244805	SMG6-IT1	ENSG00000278941.1	TEC	-	8720
chr17	2398938	2399238	2399088	MNT	ENSG00000070444.15	protein_coding	-	-2015
chr17	2399455	2400335	2399895	MNT	ENSG00000070444.15	protein_coding	-	-1208
chr17	2400521	2400828	2400674	MNT	ENSG00000070444.15	protein_coding	-	-429
chr17	2707659	2708233	2707946	ENSG00000262050	ENSG00000262050.2	lncRNA	+	-4065
chr17	3890016	3890403	3890209	CAMKK1	ENSG00000004660.15	protein_coding	-	-4681
chr17	4271972	4272600	4272286	ENSG00000274363	ENSG00000274363.1	lncRNA	+	4596
chr17	4966740	4968424	4967582	SPAG7	ENSG00000091640.8	protein_coding	-	-234
chr17	6068929	6069294	6069111	WSCD1	ENSG00000179314.16	protein_coding	+	11305
chr17	6713053	6713872	6713462	SLC13A5	ENSG00000141485.17	protein_coding	-	86
chr17	7021966	7022628	7022297	BCL6B	ENSG00000161940.11	protein_coding	+	-752
chr17	7204516	7205647	7205081	ACADVL	ENSG00000072778.20	protein_coding	+	-12043
chr17	7213992	7215361	7214676	ACADVL	ENSG00000072778.20	protein_coding	+	-2448
chr17	7237707	7238242	7237974	PHF23	ENSG00000040633.13	protein_coding	-	-1747
chr17	7239312	7240033	7239672	PHF23	ENSG00000040633.13	protein_coding	-	-49
chr17	7306749	7308487	7307618	EIF5A	ENSG00000132507.18	protein_coding	+	620
chr17	7403704	7405389	7404546	NLGN2	ENSG00000169992.10	protein_coding	+	-327
chr17	7440029	7440501	7440265	ENSG00000272884	ENSG00000272884.1	lncRNA	+	760
chr17	7841423	7842507	7841965	ENSG00000288748	ENSG00000288748.1	lncRNA	+	5484
chr17	7843518	7843864	7843691	ENSG00000288748	ENSG00000288748.1	lncRNA	+	7210
chr17	7843856	7844296	7844076	ENSG00000288748	ENSG00000288748.1	lncRNA	+	7595
chr17	8109830	8110739	8110284	ALOXE3	ENSG00000179148.10	protein_coding	-	-8762
chr17	8154140	8154703	8154421	PER1	ENSG00000179094.16	protein_coding	-	-2084
chr17	8189514	8190511	8190012	BORCS6	ENSG00000196544.8	protein_coding	-	-167
chr17	10295685	10296098	10295891	ENSG00000273388	ENSG00000273388.1	lncRNA	+	4072
chr17	13540769	13541623	13541196	MIR548H3	ENSG00000221698.1	miRNA	-	-2449
chr17	14300600	14302082	14301341	HS3ST3B1	ENSG00000125430.9	protein_coding	+	261
chr17	15364377	15365053	15364715	ENSG00000279567	ENSG00000279567.1	TEC	+	-607
chr17	17163916	17164774	17164345	RNU6-767P	ENSG00000206859.1	snRNA	+	-5737
chr17	17741243	17742062	17741652	RAI1-AS1	ENSG00000237328.1	lncRNA	-	-29168
chr17	19904399	19904989	19904694	ENSG00000270091	ENSG00000270091.1	lncRNA	-	7408
chr17	20189144	20189848	20189496	ENSG00000263494	ENSG00000263494.1	lncRNA	+	4415
chr17	28040956	28042317	28041636	NLK	ENSG00000087095.13	protein_coding	+	-100
chr17	28661590	28662817	28662203	SUPT6H	ENSG00000109111.15	protein_coding	+	6
chr17	29005727	29006286	29006006	SEZ6	ENSG00000063015.21	protein_coding	-	-433
chr17	29042446	29043733	29043089	ENSG00000263781	ENSG00000263781.3	processed_pseudogene	-	21450
chr17	29139992	29140691	29140341	ENSG00000263709	ENSG00000263709.1	lncRNA	+	-141
chr17	29292371	29294627	29293499	NUFIP2	ENSG00000108256.9	protein_coding	-	-648
chr17	29376522	29377254	29376888	RNU4-34P	ENSG00000222363.1	snRNA	+	-11671
chr17	31318207	31319029	31318618	ENSG00000265118	ENSG00000265118.5	protein_coding	-	-212
chr17	33292489	33293561	33293025	ENSG00000266535	ENSG00000266535.1	lncRNA	+	181168
chr17	33369148	33369534	33369341	AA06	ENSG00000265544.1	lncRNA	-	-164418
chr17	33751034	33751501	33751267	ENSG00000283381	ENSG00000283381.1	unprocessed_pseudogene	+	59039
chr17	34579077	34580859	34579968	TMEM132E	ENSG00000181291.8	protein_coding	+	482
chr17	34637668	34638648	34638158	ENSG00000278860	ENSG00000278860.1	TEC	+	23750
chr17	35700152	35700655	35700403	RASL10B	ENSG00000270885.2	protein_coding	+	-31235
chr17	35808875	35810205	35809540	TAF15	ENSG00000270647.7	protein_coding	+	59
chr17	37518813	37519220	37519016	DUSP14	ENSG00000276023.5	protein_coding	+	29126
chr17	37717001	37717539	37717270	HNF1B	ENSG00000275410.6	protein_coding	-	-27788
chr17	38351327	38353117	38352222	SOCS7	ENSG00000274211.6	protein_coding	+	379
chr17	38673582	38675400	38674491	EPOP	ENSG00000273604.2	protein_coding	-	-465
chr17	40035086	40035478	40035282	SNORD124	ENSG00000238793.1	snoRNA	-	7638
chr17	40071449	40071763	40071606	MED24	ENSG00000008838.21	protein_coding	-	10392
chr17	40071874	40072650	40072262	MED24	ENSG00000008838.21	protein_coding	-	11048
chr17	40074812	40076058	40075435	MED24	ENSG00000008838.21	protein_coding	-	14221
chr17	40098139	40098678	40098408	NR1D1	ENSG00000126368.6	protein_coding	-	-2180
chr17	40100065	40101485	40100775	NR1D1	ENSG00000126368.6	protein_coding	-	187
chr17	40108102	40108611	40108356	ENSG00000279199	ENSG00000279199.1	TEC	-	-7085
chr17	40121138	40123899	40122518	MSL1	ENSG00000188895.12	protein_coding	+	548
chr17	40314558	40314971	40314764	ENSG00000287644	ENSG00000287644.1	lncRNA	-	-3911
chr17	41786047	41787304	41786675	JUP	ENSG00000173801.17	protein_coding	-	-255
chr17	42016909	42018195	42017552	DNAJC7	ENSG00000168259.17	protein_coding	-	-3823
chr17	42120799	42121583	42121191	KAT2A	ENSG00000108773.11	protein_coding	-	-175
chr17	42675996	42676455	42676225	PLEKHH3	ENSG00000068137.15	protein_coding	-	-768
chr17	42679544	42680287	42679915	ENSG00000267042	ENSG00000267042.1	lncRNA	+	-47
chr17	42798325	42799075	42798700	COA3	ENSG00000183978.8	protein_coding	-	-3
chr17	43545207	43546906	43546056	ETV4	ENSG00000175832.13	protein_coding	-	-33563
chr17	44066143	44066913	44066528	LSM12	ENSG00000161654.10	protein_coding	-	-1090
chr17	44198846	44200971	44199908	ATXN7L3	ENSG00000087152.16	protein_coding	-	-204
chr17	44218177	44219361	44218769	ENSG00000260793	ENSG00000260793.4	lncRNA	+	-2599
chr17	44353416	44354439	44353927	GRN	ENSG00000030582.19	protein_coding	+	8682
chr17	44556921	44558270	44557595	FZD2	ENSG00000180340.7	protein_coding	+	112
chr17	45135249	45135981	45135615	PLCD3	ENSG00000161714.12	protein_coding	-	2262
