chrom	start	end	peak_midpoint	nearest_gene_name	nearest_gene_id	nearest_gene_type	nearest_gene_strand	distance_to_tss
chr11	96318347	96318813	96318580	Hoxb4	ENSMUSG00000038692.8	protein_coding	+	314
chr11	96341681	96342354	96342017	Gm11536	ENSMUSG00000075589.3	antisense	-	-90
chr11	96351718	96352345	96352031	Hoxb2	ENSMUSG00000075588.6	protein_coding	+	1507
chr11	96621223	96621543	96621383	Gm11537	ENSMUSG00000085242.1	antisense	+	-145418
chr11	96735930	96736296	96736113	Gm11537	ENSMUSG00000085242.1	antisense	+	-30688
chr11	96824001	96824560	96824280	Nfe2l1	ENSMUSG00000038615.17	protein_coding	-	-5687
chr11	97021796	97022530	97022163	Gm11532	ENSMUSG00000087067.1	processed_transcript	-	-4084
chr11	97050572	97051044	97050808	Osbpl7	ENSMUSG00000038534.19	protein_coding	+	181
chr11	97186849	97187707	97187278	Kpnb1	ENSMUSG00000001440.5	protein_coding	-	-602
chr11	97187720	97188735	97188227	Kpnb1	ENSMUSG00000001440.5	protein_coding	-	347
chr11	97309301	97309781	97309541	Mrpl45	ENSMUSG00000018882.12	protein_coding	+	-6174
chr11	97361906	97363496	97362701	Socs7	ENSMUSG00000038485.6	protein_coding	+	267
chr11	97629221	97630073	97629647	Epop	ENSMUSG00000043439.5	protein_coding	-	-54
chr11	97744189	97745456	97744822	Mir8102	ENSMUSG00000098919.1	miRNA	+	-74
chr11	98202453	98203736	98203094	Cdk12	ENSMUSG00000003119.14	protein_coding	+	36
chr11	98741558	98742648	98742103	Thra	ENSMUSG00000058756.13	protein_coding	+	1466
chr11	98773606	98774346	98773976	Nr1d1	ENSMUSG00000020889.11	protein_coding	-	-1356
chr11	98774944	98775734	98775339	Nr1d1	ENSMUSG00000020889.11	protein_coding	-	7
chr11	98783138	98783738	98783438	Nr1d1	ENSMUSG00000020889.11	protein_coding	-	8106
chr11	98794441	98796599	98795520	Msl1	ENSMUSG00000052915.14	protein_coding	+	5
chr11	98937380	98937954	98937667	Gm22061	ENSMUSG00000064491.1	snRNA	+	-8776
chr11	100397319	100398184	100397751	Jup	ENSMUSG00000001552.14	protein_coding	-	-11
chr11	100618903	100620055	100619479	Nkiras2	ENSMUSG00000017837.12	protein_coding	+	236
chr11	100712141	100712662	100712401	Kat2a	ENSMUSG00000020918.14	protein_coding	-	-63
chr11	100938954	100940043	100939498	Stat3	ENSMUSG00000004040.16	protein_coding	-	-41
chr11	100979812	100980292	100980052	Cavin1	ENSMUSG00000004044.9	protein_coding	-	9166
chr11	101087075	101087650	101087362	Mlx	ENSMUSG00000017801.15	protein_coding	+	86
chr11	101173521	101174149	101173835	Ccr10	ENSMUSG00000044052.3	protein_coding	-	-1607
chr11	101230908	101231365	101231136	Ezh1	ENSMUSG00000006920.14	protein_coding	-	4674
chr11	101278626	101279326	101278976	Cntd1	ENSMUSG00000078653.4	protein_coding	+	-35
chr11	101467823	101468444	101468133	Vat1	ENSMUSG00000034993.7	protein_coding	-	1904
chr11	101784868	101785571	101785219	Etv4	ENSMUSG00000017724.14	protein_coding	-	-151
chr11	102184857	102185531	102185194	Lsm12	ENSMUSG00000020922.11	protein_coding	-	-101
chr11	102189427	102190250	102189838	G6pc3	ENSMUSG00000034793.15	protein_coding	+	219
chr11	102218418	102219264	102218841	Mir8101	ENSMUSG00000098863.1	miRNA	-	-11308
chr11	102295840	102297729	102296784	Atxn7l3	ENSMUSG00000059995.12	protein_coding	-	154
chr11	102316471	102317420	102316945	Ubtf	ENSMUSG00000020923.17	protein_coding	-	-2796
chr11	102603963	102604689	102604326	Fzd2	ENSMUSG00000050288.6	protein_coding	+	-69
chr11	103115813	103116729	103116271	Hexim1	ENSMUSG00000048878.6	protein_coding	+	41
chr11	103116895	103117347	103117121	Hexim1	ENSMUSG00000048878.6	protein_coding	+	891
chr11	104441442	104443171	104442306	Gm47315	ENSMUSG00000106014.1	miRNA	-	17007
chr11	104468775	104469872	104469323	Kansl1	ENSMUSG00000018412.16	protein_coding	-	463
chr11	105292185	105292914	105292549	Mrc2	ENSMUSG00000020695.14	protein_coding	+	-93
chr11	105591943	105592255	105592099	Tanc2	ENSMUSG00000053580.16	protein_coding	+	2114
chr11	106036456	106037296	106036876	Dcaf7	ENSMUSG00000049354.8	protein_coding	+	5
chr11	106122668	106123249	106122958	Gm11672	ENSMUSG00000085229.1	antisense	-	-4392
chr11	108920124	108920991	108920557	Axin2	ENSMUSG00000000142.15	protein_coding	+	209
chr11	109995633	109996011	109995822	Abca8b	ENSMUSG00000020620.14	protein_coding	-	-22
chr11	110551271	110552086	110551678	Gm11682	ENSMUSG00000085985.1	lincRNA	+	7172
chr11	110993486	110994023	110993754	Kcnj16	ENSMUSG00000051497.15	protein_coding	+	25722
chr11	111065536	111066346	111065941	Kcnj2	ENSMUSG00000041695.2	protein_coding	+	-222
chr11	112781906	112782780	112782343	Sox9	ENSMUSG00000000567.5	protein_coding	+	120
chr11	114789052	114789434	114789243	Btbd17	ENSMUSG00000000202.9	protein_coding	-	-6701
chr11	115381638	115382487	115382062	Cdr2l	ENSMUSG00000050910.5	protein_coding	+	147
chr11	117407613	117408170	117407891	Gm11729	ENSMUSG00000086588.1	lincRNA	+	-6497
chr11	119602743	119603634	119603188	Rptor	ENSMUSG00000025583.15	protein_coding	+	284
chr12	3364879	3366071	3365475	Kif3c	ENSMUSG00000020668.10	protein_coding	+	344
chr12	5374806	5376141	5375473	Klhl29	ENSMUSG00000020627.10	protein_coding	-	-208
chr12	8365318	8365882	8365600	Gm48075	ENSMUSG00000112452.1	lincRNA	+	-28608
chr12	12938346	12938745	12938545	Mycn	ENSMUSG00000037169.15	protein_coding	-	-3368
chr12	14149979	14150424	14150201	Lratd1	ENSMUSG00000020607.7	protein_coding	-	-1852
chr12	15649769	15650384	15650076	Gm4804	ENSMUSG00000098158.2	transcribed_processed_pseudogene	+	43665
chr12	15698109	15698889	15698499	Gm4804	ENSMUSG00000098158.2	transcribed_processed_pseudogene	+	92088
chr12	16836193	16836625	16836409	Gm36495	ENSMUSG00000114018.1	lincRNA	-	-14471
chr12	33956916	33958663	33957789	Twist1	ENSMUSG00000035799.6	protein_coding	+	119
chr12	34783647	34784014	34783830	4921508M14Rik	ENSMUSG00000052376.2	TEC	-	-90997
chr12	35291818	35292394	35292106	Gm44396	ENSMUSG00000105488.1	miRNA	+	-16784
chr12	35736302	35736811	35736556	Gm48264	ENSMUSG00000113833.1	TEC	+	-9672
chr12	35755110	35755547	35755328	Gm46317	ENSMUSG00000114058.1	processed_pseudogene	-	-6448
chr12	40462743	40463252	40462997	Dock4	ENSMUSG00000035954.10	protein_coding	+	17046
chr12	40498758	40499288	40499023	Dock4	ENSMUSG00000035954.10	protein_coding	+	53072
chr12	41485519	41486214	41485866	Lrrn3	ENSMUSG00000036295.5	protein_coding	-	-564
chr12	50558214	50558697	50558455	Prkd1	ENSMUSG00000002688.8	protein_coding	-	-90642
chr12	52346501	52347211	52346856	Gm47431	ENSMUSG00000112139.1	lincRNA	-	-101268
chr12	52361162	52361588	52361375	Gm47431	ENSMUSG00000112139.1	lincRNA	-	-86749
chr12	52390154	52390800	52390477	Gm47431	ENSMUSG00000112139.1	lincRNA	-	-57647
chr12	53032618	53033219	53032918	n-R5s58	ENSMUSG00000070192.1	rRNA	-	-13907
chr12	53033304	53034081	53033692	n-R5s58	ENSMUSG00000070192.1	rRNA	-	-13133
chr12	53295690	53296117	53295903	1700030L22Rik	ENSMUSG00000113179.1	antisense	-	-13942
chr12	54067910	54068386	54068148	1700060O08Rik	ENSMUSG00000099407.1	antisense	-	-11243
chr12	54191902	54192367	54192134	Egln3	ENSMUSG00000035105.5	protein_coding	-	-11725
chr12	54479698	54480327	54480012	Gm10465	ENSMUSG00000113947.1	lincRNA	-	-37066
chr12	55835928	55837051	55836489	Brms1l	ENSMUSG00000012076.8	protein_coding	+	166
chr12	64965184	64966611	64965897	Togaram1	ENSMUSG00000035614.11	protein_coding	+	94
chr12	69447901	69448314	69448107	5830428M24Rik	ENSMUSG00000113035.1	processed_transcript	-	-27442
chr12	69761622	69762094	69761858	Mir681	ENSMUSG00000076065.1	miRNA	-	-2085
chr12	70117061	70117537	70117299	Nin	ENSMUSG00000021068.17	protein_coding	-	3583
chr12	71048126	71048626	71048376	Arid4a	ENSMUSG00000048118.17	protein_coding	+	32387
chr12	71311600	71311934	71311767	Dact1	ENSMUSG00000044548.11	protein_coding	+	1884
chr12	71346038	71346450	71346244	Gm33016	ENSMUSG00000113278.1	lincRNA	+	8617
chr12	71830534	71831432	71830983	Daam1	ENSMUSG00000034574.10	protein_coding	+	-94
chr12	76370949	76371291	76371120	Zbtb1	ENSMUSG00000033454.6	protein_coding	+	855
chr12	76837165	76838002	76837583	Rab15	ENSMUSG00000021062.15	protein_coding	-	14676
chr12	77790793	77791376	77791084	Gm24070	ENSMUSG00000077707.1	snoRNA	-	-23724
chr12	79600140	79600803	79600471	Rad51b	ENSMUSG00000059060.15	protein_coding	+	303190
chr12	79759261	79760033	79759647	9430078K24Rik	ENSMUSG00000112765.1	lincRNA	-	-176616
chr12	79793361	79793899	79793630	9430078K24Rik	ENSMUSG00000112765.1	lincRNA	-	-142633
chr12	79904896	79905296	79905096	9430078K24Rik	ENSMUSG00000112765.1	lincRNA	-	-31167
chr12	80434865	80435826	80435345	Gm30025	ENSMUSG00000112278.1	antisense	+	137
chr12	80643462	80644583	80644022	Slc39a9	ENSMUSG00000048833.9	protein_coding	+	140
chr12	80758083	80758779	80758431	Gm26796	ENSMUSG00000097575.2	antisense	+	26
chr12	83487631	83488086	83487858	Dpf3	ENSMUSG00000021221.15	protein_coding	-	143
chr12	83596803	83597554	83597178	Zfyve1	ENSMUSG00000042628.8	protein_coding	-	-43
chr12	84450506	84451670	84451088	Aldh6a1	ENSMUSG00000021238.11	protein_coding	-	85
chr12	84995958	84996907	84996432	Ylpm1	ENSMUSG00000021244.15	protein_coding	+	112
chr12	85374044	85374568	85374306	Gm47819	ENSMUSG00000113488.1	antisense	+	190
chr12	85374534	85375266	85374900	Tmed10	ENSMUSG00000021248.9	protein_coding	-	54
chr12	85437323	85437947	85437635	Gm40477	ENSMUSG00000113940.1	lincRNA	-	1387
chr12	85454828	85456105	85455466	Fos	ENSMUSG00000021250.13	protein_coding	+	-18423
chr12	85472026	85472738	85472382	Fos	ENSMUSG00000021250.13	protein_coding	+	-1507
chr12	85473358	85474429	85473893	Fos	ENSMUSG00000021250.13	protein_coding	+	4
chr12	86883863	86885175	86884519	Irf2bpl	ENSMUSG00000034168.7	protein_coding	-	-278
chr12	86894159	86894980	86894569	Irf2bpl	ENSMUSG00000034168.7	protein_coding	-	9772
chr12	91384102	91384717	91384409	Cep128	ENSMUSG00000061533.16	protein_coding	-	1
chr12	95694942	95695919	95695430	Flrt2	ENSMUSG00000047414.6	protein_coding	+	3205
chr12	99391918	99392525	99392221	Gm47132	ENSMUSG00000113610.1	TEC	-	14974
chr12	99562174	99562724	99562449	Foxn3	ENSMUSG00000033713.12	protein_coding	-	-1132
chr12	100143711	100144147	100143929	Nrde2	ENSMUSG00000021179.8	protein_coding	-	-15723
chr12	108370375	108371462	108370918	Eml1	ENSMUSG00000058070.14	protein_coding	+	-38
chr12	108403900	108404375	108404137	Eml1	ENSMUSG00000058070.14	protein_coding	+	33181
chr12	110077178	110077913	110077545	Gm47188	ENSMUSG00000113042.1	TEC	+	-6274
chr12	117458088	117459047	117458567	Rapgef5	ENSMUSG00000041992.9	protein_coding	+	-57911
chr12	117679723	117680185	117679954	Gm18955	ENSMUSG00000113840.1	processed_pseudogene	+	-44017
chr12	117751400	117752114	117751757	Gm18955	ENSMUSG00000113840.1	processed_pseudogene	+	27786
chr12	118300894	118302521	118301707	Sp4	ENSMUSG00000025323.10	protein_coding	-	268
chr13	4771192	4772034	4771613	Gm5444	ENSMUSG00000053499.4	lincRNA	+	-37
chr13	22042811	22043375	22043093	H2bc11	ENSMUSG00000069300.3	protein_coding	+	-120
chr13	23554820	23555354	23555087	H1f3	ENSMUSG00000052565.7	protein_coding	+	1826
chr13	23570921	23571583	23571252	H2ac8	ENSMUSG00000069272.6	protein_coding	-	33
chr13	23622261	23622771	23622516	H1f4	ENSMUSG00000051627.3	protein_coding	-	-41
chr13	23683698	23684392	23684045	H2ac6	ENSMUSG00000069270.6	protein_coding	-	98
chr13	23738599	23739034	23738816	H1f2	ENSMUSG00000036181.2	protein_coding	+	9
chr13	24620291	24620943	24620617	Gm11346	ENSMUSG00000085603.3	transcribed_processed_pseudogene	-	15693
chr13	26932596	26933086	26932841	Gm11355	ENSMUSG00000082236.1	processed_pseudogene	-	32846
chr13	28507635	28508239	28507937	Gm6081	ENSMUSG00000086785.1	processed_pseudogene	-	-3294
chr13	29984029	29984799	29984414	E2f3	ENSMUSG00000016477.18	protein_coding	-	-1648
chr13	29985879	29986776	29986327	E2f3	ENSMUSG00000016477.18	protein_coding	-	265
chr13	30084957	30085387	30085172	Gm47259	ENSMUSG00000113366.1	TEC	+	-13320
chr13	31807952	31808443	31808197	Foxc1	ENSMUSG00000050295.4	protein_coding	+	1565
chr13	32169023	32169656	32169339	Gm48885	ENSMUSG00000112944.1	TEC	-	70165
chr13	32660189	32661009	32660599	AL645799.1	ENSMUSG00000118652.1	lincRNA	+	46584
chr13	36695775	36696753	36696264	Gm30177	ENSMUSG00000114708.1	antisense	+	-30993
chr13	37826334	37827505	37826919	Gm46411	ENSMUSG00000114370.1	antisense	-	27130
chr13	37827451	37828052	37827751	Gm46411	ENSMUSG00000114370.1	antisense	-	27962
chr13	38344859	38345387	38345123	Bmp6	ENSMUSG00000039004.6	protein_coding	+	17
chr13	38593054	38593611	38593332	Gm40922	ENSMUSG00000114866.1	lincRNA	+	38468
chr13	41336172	41336699	41336435	Gm26877	ENSMUSG00000097373.1	antisense	+	-23535
chr13	41345225	41346361	41345793	Gm26877	ENSMUSG00000097373.1	antisense	+	-14177
chr13	42052650	42052995	42052822	Hivep1	ENSMUSG00000021366.8	protein_coding	+	802
chr13	43231864	43232498	43232181	Tbc1d7	ENSMUSG00000021368.15	protein_coding	-	60681
chr13	44659752	44660329	44660040	Gm47805	ENSMUSG00000113730.1	lincRNA	+	37859
chr13	51198158	51198673	51198415	Gm44341	ENSMUSG00000106200.1	miRNA	+	-4282
chr13	52079744	52080324	52080034	Gm48190	ENSMUSG00000113090.1	lincRNA	-	-16633
chr13	54948831	54950093	54949462	Unc5a	ENSMUSG00000025876.15	protein_coding	+	52
chr13	55444394	55445744	55445069	Grk6	ENSMUSG00000074886.11	protein_coding	+	-2
chr13	55570555	55571419	55570987	Fam193b	ENSMUSG00000021495.10	protein_coding	-	-132
chr13	58113042	58113869	58113455	Klhl3	ENSMUSG00000014164.15	protein_coding	-	-136
chr13	58287817	58288230	58288023	Gm26555	ENSMUSG00000097399.7	antisense	+	6841
chr13	58806323	58807003	58806663	Ntrk2	ENSMUSG00000055254.15	protein_coding	+	95
chr13	60178430	60178817	60178623	Gas1	ENSMUSG00000052957.8	protein_coding	-	1259
chr13	63096654	63097174	63096914	Gm30409	ENSMUSG00000113257.1	sense_intronic	+	-37136
chr13	70789030	70789415	70789222	Gm36529	ENSMUSG00000113771.1	antisense	+	-51228
chr13	76579445	76579839	76579642	Gm24519	ENSMUSG00000096675.1	snoRNA	-	-24807
chr13	78198707	78199721	78199214	Nr2f1	ENSMUSG00000069171.14	protein_coding	-	-542
chr13	78201533	78201926	78201729	Nr2f1	ENSMUSG00000069171.14	protein_coding	-	1973
chr13	78483118	78483869	78483493	Gm32067	ENSMUSG00000114522.1	lincRNA	+	140
chr13	80940822	80941280	80941051	5430425K12Rik	ENSMUSG00000114554.1	lincRNA	+	641
chr13	81767074	81767405	81767239	Cetn3	ENSMUSG00000021537.9	protein_coding	+	-15837
chr13	82258176	82259235	82258705	Gm4936	ENSMUSG00000114932.1	processed_pseudogene	-	-120937
chr13	83524136	83525034	83524585	Mef2c	ENSMUSG00000005583.16	protein_coding	+	20552
chr13	83565618	83566169	83565893	Mef2c	ENSMUSG00000005583.16	protein_coding	+	61860
chr13	83566216	83566597	83566406	Mef2c	ENSMUSG00000005583.16	protein_coding	+	62373
chr13	84347825	84348626	84348225	Gm26927	ENSMUSG00000098245.1	processed_pseudogene	-	8113
chr13	89394470	89395123	89394796	Hapln1	ENSMUSG00000021613.9	protein_coding	+	-144999
chr13	91370773	91371571	91371172	Gm29540	ENSMUSG00000099340.1	sense_intronic	-	-3121
chr13	91460174	91461425	91460799	Ssbp2	ENSMUSG00000003992.15	protein_coding	+	517
chr13	95034111	95034566	95034338	Gm48420	ENSMUSG00000113070.1	antisense	+	10038
chr13	97546150	97546520	97546335	Gm48090	ENSMUSG00000114837.1	TEC	-	3001
chr13	98354009	98354429	98354219	Foxd1	ENSMUSG00000078302.5	protein_coding	+	-22
chr13	99093184	99093738	99093461	2310020H05Rik	ENSMUSG00000100410.1	lincRNA	-	5541
chr13	99514842	99515547	99515194	Map1b	ENSMUSG00000052727.6	protein_coding	-	-1345
chr13	99696551	99697167	99696859	Gm24471	ENSMUSG00000077673.1	snoRNA	-	4331
chr13	99837770	99838171	99837970	Cartpt	ENSMUSG00000021647.7	protein_coding	-	-63120
chr13	101796888	101797435	101797161	Pik3r1	ENSMUSG00000041417.15	protein_coding	-	28945
chr13	101811811	101812482	101812146	Gm19108	ENSMUSG00000114223.1	processed_pseudogene	-	-30159
chr13	102625072	102625943	102625507	Gm47014	ENSMUSG00000114730.1	processed_pseudogene	+	20975
chr13	102658179	102658870	102658524	Cd180	ENSMUSG00000021624.9	protein_coding	+	-35033
chr13	104286644	104287359	104287001	Adamts6	ENSMUSG00000046169.10	protein_coding	+	-833
chr13	104816529	104817593	104817061	Cwc27	ENSMUSG00000021715.12	protein_coding	-	-80
chr13	104947955	104948342	104948148	Gm4938	ENSMUSG00000114326.1	processed_pseudogene	+	29369
chr13	105054100	105055040	105054570	Rgs7bp	ENSMUSG00000021719.9	protein_coding	-	-359
chr13	109907628	109908002	109907815	Mir1904	ENSMUSG00000084651.1	miRNA	+	4007
chr13	110563886	110564427	110564156	Gm33045	ENSMUSG00000109853.1	lincRNA	+	-63131
chr13	110747147	110747888	110747517	Gm33172	ENSMUSG00000114775.1	lincRNA	+	63606
chr13	110893773	110894304	110894038	Gm38397	ENSMUSG00000114472.1	lincRNA	+	-9460
chr13	110907529	110908081	110907805	4930526H09Rik	ENSMUSG00000114307.1	lincRNA	-	3960
chr13	110967012	110967560	110967286	Gm48547	ENSMUSG00000114747.1	processed_pseudogene	-	-51534
chr13	112084305	112085178	112084741	Gm31104	ENSMUSG00000114361.1	processed_pseudogene	+	-53374
chr13	112764375	112765086	112764730	Gm47850	ENSMUSG00000114286.1	lincRNA	+	-117
chr13	113046265	113046850	113046557	Gpx8	ENSMUSG00000021760.5	protein_coding	-	148
chr13	113970687	113971053	113970870	Gm47479	ENSMUSG00000114696.1	TEC	-	-149545
chr13	114838430	114839089	114838759	Mocs2	ENSMUSG00000015536.14	protein_coding	+	20524
chr13	114895840	114896331	114896085	Itga2	ENSMUSG00000015533.9	protein_coding	-	-36014
chr14	11553142	11554022	11553582	Ptprg	ENSMUSG00000021745.14	protein_coding	+	51
chr14	14067638	14068300	14067969	Psmd6	ENSMUSG00000021737.4	protein_coding	-	-53014
chr14	15449441	15449900	15449670	Gm10403	ENSMUSG00000114266.1	TEC	+	-6660
chr14	16847261	16847691	16847476	Rarb	ENSMUSG00000017491.9	protein_coding	-	28321
chr14	20545748	20546792	20546270	1810062O18Rik	ENSMUSG00000084925.8	antisense	+	192
chr14	20660721	20661782	20661251	Myoz1	ENSMUSG00000068697.7	protein_coding	-	4712
chr14	20793204	20794627	20793915	Camk2g	ENSMUSG00000021820.18	protein_coding	-	-172
chr14	20804971	20805873	20805422	Gm30108	ENSMUSG00000114241.1	lincRNA	+	11184
chr14	20928864	20929833	20929348	Vcl	ENSMUSG00000021823.10	protein_coding	+	-49
chr14	21369052	21369521	21369286	Gm25864	ENSMUSG00000088873.1	snRNA	+	-81187
chr14	21499542	21501474	21500508	Kat6b	ENSMUSG00000021767.19	protein_coding	+	19075
chr14	21987674	21988234	21987954	Zfp503	ENSMUSG00000039081.10	protein_coding	-	-1646
chr14	22577755	22578621	22578188	Gm5670	ENSMUSG00000059827.5	processed_pseudogene	-	19736
chr14	25226534	25227035	25226784	4930572O13Rik	ENSMUSG00000114916.1	lincRNA	-	83544
chr14	25353708	25354242	25353975	Gm26660	ENSMUSG00000097601.2	lincRNA	-	-25633
chr14	25457287	25458044	25457665	Zmiz1	ENSMUSG00000007817.15	protein_coding	+	-1519
chr14	25460181	25460934	25460557	Zmiz1os1	ENSMUSG00000087535.2	antisense	-	-570
chr14	25587401	25588171	25587786	Mir3075	ENSMUSG00000093081.1	miRNA	+	53348
chr14	25607267	25608487	25607877	Mir3075	ENSMUSG00000093081.1	miRNA	+	73439
chr14	25767706	25768195	25767950	Zcchc24	ENSMUSG00000055538.7	protein_coding	-	-1088
chr14	26533688	26535216	26534452	Slmap	ENSMUSG00000021870.17	protein_coding	-	-478
chr14	30218051	30218508	30218279	Gm47570	ENSMUSG00000114650.1	processed_pseudogene	+	10542
chr14	30650911	30651395	30651153	Rft1	ENSMUSG00000052395.17	protein_coding	+	-3206
chr14	31780978	31782074	31781526	Gm49309	ENSMUSG00000115812.1	transcribed_processed_pseudogene	+	-20032
chr14	31930249	31930987	31930618	D830044D21Rik	ENSMUSG00000046005.4	lincRNA	+	24091
chr14	32029374	32029952	32029663	Galnt15	ENSMUSG00000021903.11	protein_coding	+	675
chr14	32201731	32202670	32202200	Parg	ENSMUSG00000021911.16	protein_coding	+	252
chr14	32958596	32959135	32958865	Lrrc18	ENSMUSG00000041673.12	protein_coding	+	-32516
chr14	46387142	46387712	46387427	Gm15222	ENSMUSG00000086746.2	antisense	+	-91
chr14	47065062	47065583	47065322	Gm10371	ENSMUSG00000072589.4	antisense	-	-50838
chr14	52008706	52009327	52009016	Tmem253	ENSMUSG00000072571.3	protein_coding	+	-6641
chr14	54108643	54109138	54108890	Trdd1	ENSMUSG00000096749.2	TR_D_gene	+	-4577
chr14	54685974	54687253	54686613	Acin1	ENSMUSG00000022185.19	protein_coding	-	-317
chr14	55490830	55491847	55491338	Carmil3	ENSMUSG00000022211.9	protein_coding	+	688
chr14	55762126	55763019	55762572	Ltb4r2	ENSMUSG00000040432.5	protein_coding	+	1145
chr14	55863664	55864290	55863977	Nynrin	ENSMUSG00000075592.10	protein_coding	+	9968
chr14	56885914	56886683	56886298	Zmym2	ENSMUSG00000021945.9	protein_coding	+	-354
chr14	57607471	57607991	57607731	1700039M10Rik	ENSMUSG00000097933.2	bidirectional_promoter_lncRNA	+	36118
chr14	63605949	63607883	63606916	Xkr6	ENSMUSG00000035067.9	protein_coding	+	414
chr14	63922396	63922774	63922585	Sox7	ENSMUSG00000063060.6	protein_coding	+	-21087
chr14	64949498	64950458	64949978	Ints9	ENSMUSG00000021975.9	protein_coding	+	-66
chr14	67234302	67234816	67234559	Ebf2	ENSMUSG00000022053.13	protein_coding	+	1268
chr14	70020140	70020585	70020362	Gm33524	ENSMUSG00000114446.1	antisense	-	-37004
chr14	70153121	70154117	70153619	Ccar2	ENSMUSG00000033712.6	protein_coding	-	-191
chr14	72783150	72783651	72783400	Gm41206	ENSMUSG00000115532.1	lincRNA	+	-5952
chr14	73238443	73238801	73238622	Lpar6	ENSMUSG00000033446.7	protein_coding	+	728
chr14	73347258	73347876	73347567	Gm49131	ENSMUSG00000115573.1	processed_pseudogene	+	12476
chr14	78731780	78733358	78732569	Dgkh	ENSMUSG00000034731.11	protein_coding	-	-206
chr14	79034331	79034983	79034657	Gm6997	ENSMUSG00000115539.1	processed_pseudogene	-	68090
chr14	84446977	84447357	84447167	Pcdh17	ENSMUSG00000035566.7	protein_coding	+	3605
chr14	86467791	86468464	86468127	Gm49157	ENSMUSG00000115401.1	processed_pseudogene	-	-35447
chr14	98405924	98406209	98406066	Gm49017	ENSMUSG00000115486.1	processed_pseudogene	-	-113633
chr14	98406166	98407006	98406586	Gm49017	ENSMUSG00000115486.1	processed_pseudogene	-	-113113
chr14	100925863	100926425	100926144	Gm49239	ENSMUSG00000115721.1	processed_pseudogene	+	113958
chr14	103155587	103156124	103155855	Fbxl3	ENSMUSG00000022124.15	protein_coding	-	56290
chr14	103346055	103347248	103346651	Mycbp2	ENSMUSG00000033004.16	protein_coding	-	-162
chr14	103816702	103817350	103817026	Ednrb	ENSMUSG00000022122.15	protein_coding	-	-27375
chr14	105675066	105675500	105675283	Gm10076	ENSMUSG00000060143.7	lincRNA	+	-6544
chr14	105898626	105899124	105898875	Spry2	ENSMUSG00000022114.5	protein_coding	-	2057
chr14	106011932	106012517	106012224	Frg2f4	ENSMUSG00000115800.1	processed_pseudogene	-	-81257
chr14	106424657	106425115	106424886	1700128A07Rik	ENSMUSG00000099794.1	lincRNA	-	-61633
chr14	116925056	116926193	116925624	Gpc6	ENSMUSG00000058571.11	protein_coding	+	310
chr14	118179969	118180638	118180303	4933431J24Rik	ENSMUSG00000115774.1	lincRNA	+	-29074
chr14	120275354	120275914	120275634	Mbnl2	ENSMUSG00000022139.17	protein_coding	+	-34
chr14	120355089	120355789	120355439	Gm26679	ENSMUSG00000097903.2	antisense	-	-33545
chr15	5446402	5446802	5446602	Gm46496	ENSMUSG00000115116.1	processed_pseudogene	+	-17572
chr15	6909648	6910141	6909894	Osmr	ENSMUSG00000022146.12	protein_coding	-	34926
chr15	7088537	7089452	7088994	Lifr	ENSMUSG00000054263.12	protein_coding	+	-1619
chr15	7931598	7932038	7931818	Rpl19-ps6	ENSMUSG00000116090.1	processed_pseudogene	+	-43256
chr15	11906033	11906536	11906284	Gm5144	ENSMUSG00000115240.1	bidirectional_promoter_lncRNA	+	-234
chr15	12549949	12550367	12550158	Gm24135	ENSMUSG00000095516.1	miRNA	-	-22371
chr15	12739525	12740320	12739922	Pdzd2	ENSMUSG00000022197.16	protein_coding	-	-1
chr15	13409810	13410487	13410148	Gm8238	ENSMUSG00000115347.1	processed_pseudogene	-	-8707
chr15	35295865	35296694	35296279	Osr2	ENSMUSG00000022330.5	protein_coding	+	182
chr15	41830557	41831173	41830865	Abra	ENSMUSG00000042895.6	protein_coding	-	-38854
chr15	44618708	44619907	44619307	Ebag9	ENSMUSG00000022339.9	protein_coding	+	133
chr15	49065812	49066378	49066095	Gm2333	ENSMUSG00000114976.1	processed_pseudogene	-	-64868
chr15	53345687	53346649	53346168	Ext1	ENSMUSG00000061731.9	protein_coding	-	10
chr15	53848205	53849024	53848614	Gm7489	ENSMUSG00000072584.2	protein_coding	+	-36291
chr15	55864369	55864886	55864627	Sntb1	ENSMUSG00000060429.12	protein_coding	-	-42321
chr15	59080928	59081899	59081413	Mtss1	ENSMUSG00000022353.10	protein_coding	-	-591
chr15	59081850	59082511	59082180	Mtss1	ENSMUSG00000022353.10	protein_coding	-	176
chr15	59197365	59198371	59197868	Rpl7-ps8	ENSMUSG00000025922.9	processed_pseudogene	+	-13039
chr15	59480569	59480979	59480774	Nsmce2	ENSMUSG00000059586.10	protein_coding	+	106528
chr15	59647446	59648825	59648135	Trib1	ENSMUSG00000032501.9	protein_coding	+	-214
chr15	59777243	59778049	59777646	Gm19510	ENSMUSG00000115426.1	lincRNA	-	-17312
chr15	61161332	61161965	61161648	Gm38563	ENSMUSG00000116498.1	lincRNA	+	3780
chr15	75981371	75982381	75981876	Ccdc166	ENSMUSG00000098176.2	protein_coding	-	-578
chr15	77153102	77154094	77153598	Gm49411	ENSMUSG00000116185.1	TEC	-	-24665
chr15	77245323	77245869	77245596	Gm24056	ENSMUSG00000089242.1	snRNA	-	3046
