chrom	start	end	peak_midpoint	nearest_gene_name	nearest_gene_id	nearest_gene_type	nearest_gene_strand	distance_to_tss
chr12	99964296	99964852	99964574	Kcnk13	ENSMUSG00000045404.16	protein_coding	+	76
chr12	100109938	100110718	100110328	Psmc1	ENSMUSG00000021178.9	protein_coding	+	175
chr12	100159227	100160029	100159628	Nrde2	ENSMUSG00000021179.8	protein_coding	-	-24
chr12	100167880	100168923	100168401	Nrde2	ENSMUSG00000021179.8	protein_coding	-	8749
chr12	100187021	100188234	100187627	Gm10433	ENSMUSG00000072884.10	processed_transcript	+	-340
chr12	100199021	100199828	100199424	Calm1	ENSMUSG00000001175.16	protein_coding	+	-10
chr12	100199822	100200920	100200371	Calm1	ENSMUSG00000001175.16	protein_coding	+	937
chr12	100201824	100202234	100202029	Calm1	ENSMUSG00000001175.16	protein_coding	+	2595
chr12	100270279	100270721	100270500	Gm10432	ENSMUSG00000113679.1	processed_transcript	+	-6108
chr12	100275772	100276274	100276023	Gm10432	ENSMUSG00000113679.1	processed_transcript	+	-585
chr12	100276875	100277273	100277074	Gm10432	ENSMUSG00000113679.1	processed_transcript	+	466
chr12	100281093	100281824	100281458	Gm10432	ENSMUSG00000113679.1	processed_transcript	+	4850
chr12	100289567	100290187	100289877	Gm10432	ENSMUSG00000113679.1	processed_transcript	+	13269
chr12	100293910	100294398	100294154	Gm10432	ENSMUSG00000113679.1	processed_transcript	+	17546
chr12	100298954	100299920	100299437	Gm10432	ENSMUSG00000113679.1	processed_transcript	+	22829
chr12	100326641	100327202	100326921	Gm48382	ENSMUSG00000113917.1	TEC	-	-42830
chr12	100438945	100439800	100439372	Gm48381	ENSMUSG00000113864.1	TEC	-	-5287
chr12	100501262	100501675	100501468	Ttc7b	ENSMUSG00000033530.8	protein_coding	-	-19357
chr12	100520238	100521117	100520677	Ttc7b	ENSMUSG00000033530.8	protein_coding	-	-148
chr12	100528166	100528686	100528426	Ttc7b	ENSMUSG00000033530.8	protein_coding	-	7601
chr12	100533916	100534465	100534190	Ttc7b	ENSMUSG00000033530.8	protein_coding	-	13365
chr12	100538436	100538839	100538637	Ttc7b	ENSMUSG00000033530.8	protein_coding	-	17812
chr12	100724576	100725679	100725127	Rps6ka5	ENSMUSG00000021180.9	protein_coding	-	-1855
chr12	100778827	100779820	100779323	Dglucy	ENSMUSG00000021185.16	protein_coding	+	267
chr12	100785282	100785863	100785572	Dglucy	ENSMUSG00000021185.16	protein_coding	+	6516
chr12	100839227	100839626	100839426	Gm48771	ENSMUSG00000113159.1	TEC	+	-23359
chr12	100849301	100849814	100849557	Gm48771	ENSMUSG00000113159.1	TEC	+	-13228
chr12	100937320	100938402	100937861	A630072L19Rik	ENSMUSG00000097160.2	antisense	+	-3880
chr12	100952162	100952980	100952571	A630072L19Rik	ENSMUSG00000097160.2	antisense	+	10830
chr12	101015978	101016373	101016175	Mir1190	ENSMUSG00000080575.2	miRNA	-	-5592
chr12	101017912	101018765	101018338	Mir1190	ENSMUSG00000080575.2	miRNA	-	-3429
chr12	101028490	101029733	101029111	Ccdc88c	ENSMUSG00000021182.16	protein_coding	-	56
chr12	101082525	101084131	101083328	Ppp4r3a	ENSMUSG00000041846.15	protein_coding	-	-373
chr12	101717961	101718747	101718354	Tc2n	ENSMUSG00000021187.14	protein_coding	-	-168
chr12	101807277	101807907	101807592	Fbln5	ENSMUSG00000021186.9	protein_coding	-	-11462
chr12	101912528	101913520	101913024	Gm20036	ENSMUSG00000093579.1	processed_transcript	+	-215
chr12	101957814	101958554	101958184	Atxn3	ENSMUSG00000021189.11	protein_coding	-	-61
chr12	101975382	101976487	101975934	Cpsf2	ENSMUSG00000041781.9	protein_coding	+	-53
chr12	102241940	102242548	102242244	Gm25203	ENSMUSG00000105037.1	snoRNA	-	-11442
chr12	102261786	102262706	102262246	Gm25203	ENSMUSG00000064776.2	snoRNA	-	8560
chr12	102282743	102283491	102283117	Rin3	ENSMUSG00000044456.16	protein_coding	+	70
chr12	102283952	102284556	102284254	Rin3	ENSMUSG00000044456.16	protein_coding	+	1207
chr12	102307833	102309108	102308470	Rin3	ENSMUSG00000044456.16	protein_coding	+	25423
chr12	102319122	102319568	102319345	Rin3	ENSMUSG00000044456.16	protein_coding	+	36298
chr12	102319863	102320354	102320108	Rin3	ENSMUSG00000044456.16	protein_coding	+	37061
chr12	102321865	102322275	102322070	Rin3	ENSMUSG00000044456.16	protein_coding	+	39023
chr12	102324716	102325273	102324994	Rin3	ENSMUSG00000044456.16	protein_coding	+	41947
chr12	102346464	102346866	102346665	Rin3	ENSMUSG00000044456.16	protein_coding	+	63618
chr12	102426245	102426723	102426484	Lgmn	ENSMUSG00000021190.14	protein_coding	-	-13328
chr12	102439533	102440087	102439810	Lgmn	ENSMUSG00000021190.14	protein_coding	-	-2
chr12	102468761	102469715	102469238	Golga5	ENSMUSG00000021192.16	protein_coding	+	104
chr12	102579034	102579527	102579280	Gm37019	ENSMUSG00000102953.1	TEC	-	-12129
chr12	102597237	102598007	102597622	Gm37019	ENSMUSG00000102953.1	TEC	-	6213
chr12	102690767	102691575	102691171	Mir1936	ENSMUSG00000089324.1	miRNA	-	6152
chr12	102704475	102705727	102705101	Itpk1	ENSMUSG00000057963.9	protein_coding	-	172
chr12	102743120	102744125	102743622	Moap1	ENSMUSG00000096458.7	protein_coding	-	-38
chr12	102757364	102758424	102757894	Ubr7	ENSMUSG00000041712.7	protein_coding	+	-72
chr12	102877263	102878878	102878070	Btbd7	ENSMUSG00000041702.7	protein_coding	-	-400
chr12	103064963	103065320	103065141	Gm47201	ENSMUSG00000113706.1	processed_pseudogene	-	36730
chr12	103325376	103325847	103325611	Gm29508	ENSMUSG00000100789.6	antisense	-	10843
chr12	103343288	103343932	103343610	Gm15523	ENSMUSG00000090185.1	antisense	+	6705
chr12	103353426	103353961	103353693	Asb2	ENSMUSG00000021200.14	protein_coding	-	-2307
chr12	103388415	103389120	103388767	Otub2	ENSMUSG00000021203.15	protein_coding	+	86
chr12	103425639	103426243	103425941	Ddx24	ENSMUSG00000041645.14	protein_coding	-	112
chr12	103433909	103434618	103434263	Ifi27	ENSMUSG00000064215.13	protein_coding	+	53
chr12	103443232	103443916	103443574	Ifi27l2a	ENSMUSG00000079017.3	protein_coding	-	-105
chr12	103531945	103533249	103532597	Ppp4r4	ENSMUSG00000021209.12	protein_coding	+	315
chr12	104751407	104752460	104751933	Dicer1	ENSMUSG00000041415.10	protein_coding	-	-18
chr12	104939702	104940105	104939903	Gm28875	ENSMUSG00000100975.2	lincRNA	-	13215
chr12	104952445	104952913	104952679	Gm28875	ENSMUSG00000100975.2	lincRNA	-	25991
chr12	104978178	104979278	104978728	Syne3	ENSMUSG00000054150.12	protein_coding	-	-31080
chr12	104983429	104983870	104983649	Syne3	ENSMUSG00000054150.12	protein_coding	-	-26159
chr12	104990672	104991155	104990913	Syne3	ENSMUSG00000054150.12	protein_coding	-	-18895
chr12	104992703	104993300	104993001	Syne3	ENSMUSG00000054150.12	protein_coding	-	-16807
chr12	105000845	105001359	105001102	Syne3	ENSMUSG00000054150.12	protein_coding	-	-8706
chr12	105009471	105010351	105009911	Syne3	ENSMUSG00000054150.12	protein_coding	-	103
chr12	105013010	105013583	105013296	Syne3	ENSMUSG00000054150.12	protein_coding	-	3488
chr12	105019266	105020367	105019816	Gm47648	ENSMUSG00000113995.1	lincRNA	+	-1542
chr12	105032084	105033213	105032648	Glrx5	ENSMUSG00000021102.4	protein_coding	+	-39
chr12	105497906	105498287	105498096	AU015791	ENSMUSG00000113535.1	lincRNA	+	-15383
chr12	105500666	105501335	105501000	AU015791	ENSMUSG00000113535.1	lincRNA	+	-12479
chr12	105526480	105527377	105526928	AU015791	ENSMUSG00000113535.1	lincRNA	+	13449
chr12	105535984	105536772	105536378	AU015791	ENSMUSG00000113535.1	lincRNA	+	22899
chr12	105548806	105549353	105549079	Gm47796	ENSMUSG00000113479.1	lincRNA	+	-12183
chr12	105557180	105557648	105557414	Gm47796	ENSMUSG00000113479.1	lincRNA	+	-3848
chr12	105684609	105685892	105685250	Atg2b	ENSMUSG00000041341.10	protein_coding	-	40
chr12	105705778	105706221	105705999	Ak7	ENSMUSG00000041323.6	protein_coding	+	24
chr12	105784132	105785429	105784780	Papola	ENSMUSG00000021111.15	protein_coding	+	87
chr12	105962602	105963433	105963017	Vrk1	ENSMUSG00000021115.15	protein_coding	+	-47210
chr12	106009912	106010643	106010277	Vrk1	ENSMUSG00000021115.15	protein_coding	+	50
chr12	107645233	107645962	107645597	Gm9006	ENSMUSG00000079359.2	processed_pseudogene	+	32598
chr12	108178716	108180007	108179361	Setd3	ENSMUSG00000056770.15	protein_coding	-	48
chr12	108193668	108194333	108194000	Ccnk	ENSMUSG00000021258.10	protein_coding	+	14422
chr12	108249451	108249938	108249694	Ccdc85c	ENSMUSG00000084883.2	protein_coding	-	-25730
chr12	108255512	108255955	108255733	Ccdc85c	ENSMUSG00000084883.2	protein_coding	-	-19691
chr12	108267585	108268101	108267843	Ccdc85c	ENSMUSG00000084883.2	protein_coding	-	-7581
chr12	108275109	108276337	108275723	Ccdc85c	ENSMUSG00000084883.2	protein_coding	-	299
chr12	108292930	108293354	108293142	Hhipl1	ENSMUSG00000021260.8	protein_coding	+	-13127
chr12	108306315	108306750	108306532	Hhipl1	ENSMUSG00000021260.8	protein_coding	+	263
chr12	108309348	108310024	108309686	Hhipl1	ENSMUSG00000021260.8	protein_coding	+	3417
chr12	108333008	108334669	108333838	Cyp46a1	ENSMUSG00000021259.5	protein_coding	+	-542
chr12	108363811	108364198	108364004	Eml1	ENSMUSG00000058070.14	protein_coding	+	-6952
chr12	108367942	108368311	108368126	Eml1	ENSMUSG00000058070.14	protein_coding	+	-2830
chr12	108393591	108394121	108393856	Eml1	ENSMUSG00000058070.14	protein_coding	+	22900
chr12	108422506	108423661	108423083	Gm15636	ENSMUSG00000082203.1	processed_pseudogene	-	-18186
chr12	108554071	108555205	108554638	Evl	ENSMUSG00000021262.15	protein_coding	+	-81
chr12	108613042	108613560	108613301	Mir342	ENSMUSG00000065436.1	miRNA	+	-45318
chr12	108657361	108657701	108657531	Mir342	ENSMUSG00000065436.1	miRNA	+	-1088
chr12	108682629	108683032	108682830	Gm33467	ENSMUSG00000113396.1	antisense	+	-12655
chr12	108757597	108758389	108757993	Gm33682	ENSMUSG00000112971.1	lincRNA	-	-4976
chr12	108765644	108766578	108766111	Gm33682	ENSMUSG00000112971.1	lincRNA	-	3142
chr12	108792480	108793477	108792978	Yy1	ENSMUSG00000021264.12	protein_coding	+	6
chr12	108794025	108794796	108794410	Yy1	ENSMUSG00000021264.12	protein_coding	+	1438
chr12	108832251	108832660	108832455	Slc25a29	ENSMUSG00000021265.3	protein_coding	-	-3427
chr12	108835590	108836608	108836099	Slc25a47	ENSMUSG00000048856.9	protein_coding	+	54
chr12	108850205	108850551	108850378	Gm22079	ENSMUSG00000088217.1	snRNA	-	-12290
chr12	108851515	108852034	108851774	Gm22079	ENSMUSG00000088217.1	snRNA	-	-10894
chr12	108864558	108865689	108865123	Gm22079	ENSMUSG00000088217.1	snRNA	-	2455
chr12	108893859	108894603	108894231	Wars	ENSMUSG00000021266.16	protein_coding	-	58
chr12	108902926	108903367	108903146	Wars	ENSMUSG00000021266.16	protein_coding	-	8973
chr12	108990175	108990844	108990509	Gm18405	ENSMUSG00000113478.1	processed_pseudogene	-	-1141
chr12	109393820	109394175	109393997	Dlk1	ENSMUSG00000040856.17	protein_coding	+	-58825
chr12	109958417	109959074	109958745	4930511J24Rik	ENSMUSG00000112940.1	lincRNA	+	46961
chr12	110200872	110201317	110201094	Gm34785	ENSMUSG00000113733.1	lincRNA	-	13034
chr12	110373380	110374023	110373701	Gm47195	ENSMUSG00000114183.1	processed_pseudogene	+	48317
chr12	110381049	110381870	110381459	Gm47195	ENSMUSG00000114183.1	processed_pseudogene	+	56075
chr12	110431830	110432280	110432055	Ppp2r5c	ENSMUSG00000017843.14	protein_coding	+	-15064
chr12	110436436	110437283	110436859	Ppp2r5c	ENSMUSG00000017843.14	protein_coding	+	-10260
chr12	110446151	110447351	110446751	Ppp2r5c	ENSMUSG00000017843.14	protein_coding	+	-368
chr12	110454146	110454575	110454360	Ppp2r5c	ENSMUSG00000017843.14	protein_coding	+	7241
chr12	110460217	110461072	110460644	Ppp2r5c	ENSMUSG00000017843.14	protein_coding	+	13525
chr12	110485118	110486617	110485867	Gm19605	ENSMUSG00000113585.1	processed_transcript	-	-340
chr12	110498913	110499678	110499295	Gm19605	ENSMUSG00000113585.1	processed_transcript	-	13088
chr12	110503390	110503788	110503589	Gm19605	ENSMUSG00000113585.1	processed_transcript	-	17382
chr12	110510199	110510902	110510550	Gm19605	ENSMUSG00000113585.1	processed_transcript	-	24343
chr12	110515448	110516060	110515754	Gm19605	ENSMUSG00000113585.1	processed_transcript	-	29547
chr12	110540270	110540711	110540490	B930059L03Rik	ENSMUSG00000113361.1	lincRNA	+	-50021
chr12	110591160	110592085	110591622	B930059L03Rik	ENSMUSG00000113361.1	lincRNA	+	1111
chr12	110601140	110602296	110601718	Gm35558	ENSMUSG00000113662.1	TEC	-	-244
chr12	110608735	110609340	110609037	Gm35558	ENSMUSG00000113662.1	TEC	-	7075
chr12	110695624	110697014	110696319	Hsp90aa1	ENSMUSG00000021270.13	protein_coding	-	-6408
chr12	110702934	110703644	110703289	Hsp90aa1	ENSMUSG00000021270.13	protein_coding	-	562
chr12	110706685	110707268	110706976	Hsp90aa1	ENSMUSG00000021270.13	protein_coding	-	4249
chr12	110737461	110738514	110737987	Wdr20	ENSMUSG00000037957.14	protein_coding	+	44
chr12	110797638	110798365	110798001	Mok	ENSMUSG00000056458.16	protein_coding	-	-42937
chr12	110844716	110845894	110845305	Gm26912	ENSMUSG00000097832.1	lincRNA	-	90
chr12	110849910	110850922	110850416	Zfp839	ENSMUSG00000021271.5	protein_coding	+	164
chr12	110888757	110890054	110889405	Tecpr2	ENSMUSG00000021275.16	protein_coding	+	142
chr12	110936100	110936645	110936372	Rps19-ps6	ENSMUSG00000096942.1	processed_pseudogene	+	38259
chr12	110953436	110953836	110953636	Ankrd9	ENSMUSG00000037904.14	protein_coding	-	-25403
chr12	110978443	110979582	110979012	Ankrd9	ENSMUSG00000037904.14	protein_coding	-	-27
chr12	110991511	110992805	110992158	6030440G07Rik	ENSMUSG00000113056.1	lincRNA	+	-2239
chr12	111007557	111008296	111007926	Gm48631	ENSMUSG00000113597.1	TEC	-	-10475
chr12	111038301	111039698	111038999	Rcor1	ENSMUSG00000037896.17	protein_coding	+	-351
chr12	111071544	111072344	111071944	Gm46379	ENSMUSG00000114110.1	processed_pseudogene	-	3917
chr12	111162433	111162784	111162608	Traf3	ENSMUSG00000021277.16	protein_coding	+	-3761
chr12	111165765	111167146	111166455	Traf3	ENSMUSG00000021277.16	protein_coding	+	86
chr12	111190871	111191461	111191166	4930595D18Rik	ENSMUSG00000083193.1	protein_coding	-	6676
chr12	111306878	111307272	111307075	A230087F16Rik	ENSMUSG00000097381.2	antisense	+	22314
chr12	111376649	111378254	111377451	Cdc42bpb	ENSMUSG00000021279.5	protein_coding	-	-266
chr12	111386318	111387510	111386914	Cdc42bpb	ENSMUSG00000021279.5	protein_coding	-	9197
chr12	111412616	111413744	111413180	Exoc3l4	ENSMUSG00000021280.9	protein_coding	+	-3836
chr12	111426083	111426471	111426277	Gm10425	ENSMUSG00000097081.1	antisense	-	-4668
chr12	111429264	111429996	111429630	Gm10425	ENSMUSG00000097081.1	antisense	-	-1315
chr12	111442138	111442916	111442527	Tnfaip2	ENSMUSG00000021281.15	protein_coding	+	59
chr12	111449250	111449848	111449549	Tnfaip2	ENSMUSG00000021281.15	protein_coding	+	7081
chr12	111450248	111450913	111450580	Tnfaip2	ENSMUSG00000021281.15	protein_coding	+	8112
chr12	111461198	111461896	111461547	Tnfaip2	ENSMUSG00000021281.15	protein_coding	+	19079
chr12	111469375	111469886	111469630	Gm266	ENSMUSG00000010529.6	protein_coding	-	-16192
chr12	111504885	111505337	111505111	Gm40578	ENSMUSG00000113029.1	antisense	-	4272
chr12	111514169	111515268	111514718	Gm40578	ENSMUSG00000113029.1	antisense	-	13879
chr12	111537595	111538976	111538285	Eif5	ENSMUSG00000021282.17	protein_coding	+	270
chr12	111562691	111563460	111563075	Gm48248	ENSMUSG00000113462.1	processed_pseudogene	-	4066
chr12	111574094	111575075	111574584	Mark3	ENSMUSG00000007411.16	protein_coding	+	62
chr12	111599442	111600228	111599835	Gm48286	ENSMUSG00000113910.1	sense_overlapping	+	-17034
chr12	111653417	111653790	111653603	Ckb	ENSMUSG00000001270.9	protein_coding	-	-18734
chr12	111668189	111669398	111668793	Ckb	ENSMUSG00000001270.9	protein_coding	-	-3544
chr12	111671895	111672511	111672203	Ckb	ENSMUSG00000001270.9	protein_coding	-	-134
chr12	111677750	111678597	111678173	Trmt61a	ENSMUSG00000060950.12	protein_coding	+	69
chr12	111704638	111705042	111704840	Gm36635	ENSMUSG00000112991.1	lincRNA	+	1759
chr12	111705138	111706056	111705597	Gm36635	ENSMUSG00000112991.1	lincRNA	+	2516
chr12	111712542	111713624	111713083	Bag5	ENSMUSG00000049792.6	protein_coding	-	-173
chr12	111725940	111726694	111726317	Gm15995	ENSMUSG00000090193.1	processed_transcript	+	-74
chr12	111732450	111732917	111732683	Gm15996	ENSMUSG00000090026.1	antisense	-	853
chr12	111743979	111744383	111744181	Gm15996	ENSMUSG00000090026.1	antisense	-	12351
chr12	111746041	111746512	111746276	Klc1	ENSMUSG00000021288.19	protein_coding	+	-12572
chr12	111758364	111759226	111758795	Klc1	ENSMUSG00000021288.19	protein_coding	+	-53
chr12	111759568	111760175	111759871	Klc1	ENSMUSG00000021288.19	protein_coding	+	1023
chr12	111769261	111769687	111769474	Klc1	ENSMUSG00000021288.19	protein_coding	+	10626
chr12	111809766	111810203	111809984	Xrcc3	ENSMUSG00000021287.12	protein_coding	-	-3888
chr12	111813654	111814690	111814172	Zfyve21	ENSMUSG00000021286.8	protein_coding	+	3
chr12	111852932	111853491	111853211	Gm19195	ENSMUSG00000113357.1	processed_pseudogene	-	-7924
chr12	111878260	111878632	111878446	Gm19195	ENSMUSG00000113357.1	processed_pseudogene	-	17311
chr12	111893984	111894594	111894289	Ppp1r13b	ENSMUSG00000021285.15	protein_coding	-	-13820
chr12	111896896	111897358	111897127	Ppp1r13b	ENSMUSG00000021285.15	protein_coding	-	-10982
chr12	111907522	111908751	111908136	Ppp1r13b	ENSMUSG00000021285.15	protein_coding	-	27
chr12	111945006	111945734	111945370	5033406O09Rik	ENSMUSG00000113769.1	lincRNA	-	887
chr12	111946617	111947196	111946906	5033406O09Rik	ENSMUSG00000113769.1	lincRNA	-	2423
chr12	111958068	111958555	111958311	Gm36757	ENSMUSG00000113088.1	lincRNA	+	7795
chr12	111966454	111967275	111966864	Atp5mpl	ENSMUSG00000021290.6	protein_coding	-	-112
chr12	112113618	112114278	112113948	Mir3073b	ENSMUSG00000106228.1	miRNA	-	4640
chr12	112145101	112145557	112145329	Kif26a	ENSMUSG00000021294.7	protein_coding	+	-878
chr12	112145866	112146653	112146259	Kif26a	ENSMUSG00000021294.7	protein_coding	+	52
chr12	112151491	112152193	112151842	Kif26a	ENSMUSG00000021294.7	protein_coding	+	5635
chr12	112155526	112156172	112155849	Kif26a	ENSMUSG00000021294.7	protein_coding	+	9642
chr12	112169225	112169684	112169454	Kif26a	ENSMUSG00000021294.7	protein_coding	+	23247
chr12	112184175	112185082	112184628	Gm20368	ENSMUSG00000113282.1	processed_pseudogene	-	-20524
chr12	112214228	112214860	112214544	Gm20368	ENSMUSG00000113282.1	processed_pseudogene	-	9392
chr12	112329052	112329733	112329392	Gm38123	ENSMUSG00000103080.1	TEC	-	-20674
chr12	112339647	112340223	112339935	Gm38123	ENSMUSG00000103080.1	TEC	-	-10131
chr12	112456287	112456826	112456556	B020018J22Rik	ENSMUSG00000113189.1	lincRNA	-	21219
chr12	112473591	112474147	112473869	A530016L24Rik	ENSMUSG00000043122.7	protein_coding	+	-15578
chr12	112488115	112488878	112488496	A530016L24Rik	ENSMUSG00000043122.7	protein_coding	+	-951
chr12	112490426	112491077	112490751	A530016L24Rik	ENSMUSG00000043122.7	protein_coding	+	1304
chr12	112516651	112517537	112517094	Tmem179	ENSMUSG00000054013.6	protein_coding	-	348
chr12	112542776	112543338	112543057	Tmem179	ENSMUSG00000054013.6	protein_coding	-	26311
chr12	112551888	112552492	112552190	Tmem179	ENSMUSG00000054013.6	protein_coding	-	35444
chr12	112559142	112559929	112559535	Inf2	ENSMUSG00000037679.9	protein_coding	+	-29248
chr12	112578294	112579107	112578700	Inf2	ENSMUSG00000037679.9	protein_coding	+	-10083
chr12	112588316	112589318	112588817	Inf2	ENSMUSG00000037679.9	protein_coding	+	34
chr12	112593272	112593742	112593507	Inf2	ENSMUSG00000037679.9	protein_coding	+	4724
chr12	112606962	112607671	112607316	Adssl1	ENSMUSG00000011148.14	protein_coding	+	-12728
chr12	112619709	112620462	112620085	Adssl1	ENSMUSG00000011148.14	protein_coding	+	41
chr12	112628689	112629824	112629256	Adssl1	ENSMUSG00000011148.14	protein_coding	+	9212
chr12	112632946	112633413	112633179	Siva1	ENSMUSG00000064326.13	protein_coding	+	-11499
chr12	112644314	112645416	112644865	Siva1	ENSMUSG00000064326.13	protein_coding	+	187
chr12	112653138	112653713	112653425	Mir6939	ENSMUSG00000098380.1	miRNA	-	-5925
chr12	112673543	112674650	112674096	Akt1	ENSMUSG00000001729.14	protein_coding	-	-787
chr12	112675104	112675666	112675385	Akt1	ENSMUSG00000001729.14	protein_coding	-	502
chr12	112678535	112679115	112678825	Zbtb42	ENSMUSG00000037638.5	protein_coding	+	-2
chr12	112693245	112693956	112693600	Gm30238	ENSMUSG00000103898.1	TEC	-	13
chr12	112706830	112707437	112707133	Cep170b	ENSMUSG00000072825.11	protein_coding	+	-13321
chr12	112721599	112722471	112722035	Cep170b	ENSMUSG00000072825.11	protein_coding	+	1581
chr12	112742884	112743539	112743211	Gm5189	ENSMUSG00000113231.1	processed_pseudogene	-	-8319
chr12	112808513	112809378	112808945	Clba1	ENSMUSG00000037594.11	protein_coding	+	9
chr12	112823176	112823659	112823417	Cdca4	ENSMUSG00000047832.9	protein_coding	-	-6005
chr12	112828960	112830059	112829509	Cdca4	ENSMUSG00000047832.9	protein_coding	-	87
chr12	112875546	112875952	112875749	1700127F24Rik	ENSMUSG00000113830.1	lincRNA	-	-64
chr12	112876211	112876874	112876542	1700127F24Rik	ENSMUSG00000113830.1	lincRNA	-	729
chr12	112894949	112895395	112895172	1700127F24Rik	ENSMUSG00000113830.1	lincRNA	-	19359
chr12	112897397	112898335	112897866	1700127F24Rik	ENSMUSG00000113830.1	lincRNA	-	22053
chr12	112909730	112910279	112910004	Mir6941	ENSMUSG00000098338.1	miRNA	-	-10536
chr12	112914548	112914973	112914760	Mir6941	ENSMUSG00000098338.1	miRNA	-	-5780
chr12	112917205	112918315	112917760	Mir6941	ENSMUSG00000098338.1	miRNA	-	-2780
chr12	112928317	112928920	112928618	Jag2	ENSMUSG00000002799.6	protein_coding	-	-1157
chr12	112929314	112930437	112929875	Jag2	ENSMUSG00000002799.6	protein_coding	-	100
chr12	112941628	112942687	112942157	Nudt14	ENSMUSG00000002804.4	protein_coding	-	34
chr12	112949943	112950847	112950395	Gm26583	ENSMUSG00000097476.1	lincRNA	-	-116
chr12	112952407	112952924	112952665	Gm26583	ENSMUSG00000097476.1	lincRNA	-	2154
chr12	112976295	112977258	112976776	Btbd6	ENSMUSG00000002803.14	protein_coding	+	295
chr12	113000267	113001397	113000832	Brf1	ENSMUSG00000011158.8	protein_coding	-	129
chr12	113013768	113015052	113014410	Pacs2	ENSMUSG00000021143.10	protein_coding	+	-97
chr12	113074283	113075528	113074905	Tex22	ENSMUSG00000012211.13	protein_coding	+	404
chr12	113097709	113099080	113098394	Mta1	ENSMUSG00000021144.14	protein_coding	+	117
chr12	113119480	113119864	113119672	Crip2	ENSMUSG00000006356.10	protein_coding	+	-20563
chr12	113139935	113140877	113140406	Crip2	ENSMUSG00000006356.10	protein_coding	+	171
chr12	113142400	113143036	113142718	Crip2	ENSMUSG00000006356.10	protein_coding	+	2483
chr12	113146193	113147021	113146607	Crip1	ENSMUSG00000006360.11	protein_coding	+	292
chr12	113155821	113156690	113156255	Tedc1	ENSMUSG00000037466.13	protein_coding	+	-165
chr12	113168095	113168571	113168333	Gm43310	ENSMUSG00000105111.1	processed_pseudogene	-	-4972
chr12	115311924	115312415	115312169	Ighv1-58	ENSMUSG00000095889.1	IG_V_gene	-	-429
chr12	116047351	116048274	116047812	Zfp386	ENSMUSG00000042063.11	protein_coding	+	89
chr12	116231500	116232057	116231778	Gm23190	ENSMUSG00000096694.1	miRNA	-	-10788
chr12	116262597	116263360	116262978	Wdr60	ENSMUSG00000042050.8	protein_coding	-	-43
chr12	116280455	116281785	116281120	Esyt2	ENSMUSG00000021171.8	protein_coding	+	-75
chr12	116404945	116405878	116405411	Ncapg2	ENSMUSG00000042029.7	protein_coding	+	10
chr12	116485505	116485962	116485733	Ptprn2	ENSMUSG00000056553.14	protein_coding	+	14
chr12	116581834	116582258	116582046	Gm17807	ENSMUSG00000101814.1	processed_pseudogene	+	-15206
chr12	116619952	116620305	116620128	Gm17807	ENSMUSG00000101814.1	processed_pseudogene	+	22876
chr12	117200108	117200601	117200354	Gm10421	ENSMUSG00000099907.1	processed_transcript	-	48704
chr12	117227079	117227980	117227529	Mir153	ENSMUSG00000065538.1	miRNA	+	-23287
chr12	117404167	117404799	117404483	Gm5441	ENSMUSG00000101930.1	antisense	-	67462
chr12	117410658	117411103	117410880	Gm5441	ENSMUSG00000101930.1	antisense	-	73859
chr12	117412033	117412334	117412183	Gm5441	ENSMUSG00000101930.1	antisense	-	75162
chr12	117412274	117412692	117412483	Gm5441	ENSMUSG00000101930.1	antisense	-	75462
chr12	117447130	117447815	117447472	Rapgef5	ENSMUSG00000041992.9	protein_coding	+	-69006
chr12	117450078	117450828	117450453	Rapgef5	ENSMUSG00000041992.9	protein_coding	+	-66025
chr12	117468282	117468724	117468503	Rapgef5	ENSMUSG00000041992.9	protein_coding	+	-47975
chr12	117478914	117480311	117479612	Rapgef5	ENSMUSG00000041992.9	protein_coding	+	-36866
chr12	117499146	117500042	117499594	Rapgef5	ENSMUSG00000041992.9	protein_coding	+	-16884
chr12	117533537	117534503	117534020	Rapgef5	ENSMUSG00000041992.9	protein_coding	+	17542
chr12	117560379	117560913	117560646	Gm24741	ENSMUSG00000089482.1	rRNA	+	-13695
chr12	117586092	117586505	117586298	Gm24741	ENSMUSG00000089482.1	rRNA	+	11957
chr12	117656938	117657274	117657106	A930023M06Rik	ENSMUSG00000113575.1	sense_intronic	+	55068
chr12	117663535	117664125	117663830	Gm18955	ENSMUSG00000113840.1	processed_pseudogene	+	-60141
chr12	117763115	117763698	117763406	Gm18955	ENSMUSG00000113840.1	processed_pseudogene	+	39435
chr12	117764815	117765223	117765019	Cdca7l	ENSMUSG00000021175.15	protein_coding	+	-39269
chr12	117843293	117844225	117843759	Gm20613	ENSMUSG00000093544.1	processed_pseudogene	-	9409
chr12	118198599	118199127	118198863	Dnah11	ENSMUSG00000018581.15	protein_coding	-	-179
chr12	119238151	119239166	119238658	Itgb8	ENSMUSG00000025321.14	protein_coding	-	-143
chr13	3477911	3478626	3478268	2810429I04Rik	ENSMUSG00000097709.8	lincRNA	+	39
chr13	3537499	3538925	3538212	Gdi2	ENSMUSG00000021218.10	protein_coding	+	150
chr13	3610433	3611517	3610975	Tasor2	ENSMUSG00000033799.10	protein_coding	-	-132
